time,h_min,d_min,trajectory_error,pos_ee_x,pos_ee_y,pos_ee_z,vel_ee_x,vel_ee_y,vel_ee_z,v_rel_min,scaling
1763636824.039322376,0.504724675,0.879415612,0.018813961,-0.029088160,-0.117483442,1.354574691,0.065741185,-0.022153515,-0.041562620,-0.572554049,1.000000000,
1763636824.041817665,0.510659261,0.879385060,0.018806714,-0.028956654,-0.117527776,1.354491598,0.065764303,-0.022180649,-0.041530187,-0.566104092,1.000000000,
1763636824.043324709,0.516622766,0.879359482,0.018799470,-0.028825103,-0.117572165,1.354408570,0.065787401,-0.022207797,-0.041497741,-0.559644457,1.000000000,
1763636824.045242548,0.522517933,0.879336784,0.018792229,-0.028693505,-0.117616607,1.354325607,0.065810477,-0.022234958,-0.041465282,-0.553279205,1.000000000,
1763636824.047344923,0.528569530,0.879321641,0.018784991,-0.028561861,-0.117661104,1.354242709,0.065833533,-0.022262134,-0.041432810,-0.546766961,1.000000000,
1763636824.049604654,0.534684633,0.879312186,0.018777755,-0.028430171,-0.117705656,1.354159876,0.065856567,-0.022289322,-0.041400326,-0.540207773,1.000000000,
1763636824.051520348,0.540843209,0.879307990,0.018770523,-0.028298434,-0.117750262,1.354077107,0.065879580,-0.022316525,-0.041367829,-0.533623055,1.000000000,
1763636824.053582668,0.547048827,0.879309130,0.018763293,-0.028166652,-0.117794922,1.353994404,0.065902572,-0.022343741,-0.041335319,-0.527008966,1.000000000,
1763636824.055761099,0.553309588,0.879315806,0.018756066,-0.028034824,-0.117839637,1.353911766,0.065925543,-0.022370971,-0.041302796,-0.520356911,1.000000000,
1763636824.057790041,0.560718223,0.879348799,0.018748842,-0.027902950,-0.117884406,1.353829193,0.065948493,-0.022398214,-0.041270260,-0.512553604,1.000000000,
1763636824.060155153,0.572403578,0.879468351,0.018741621,-0.027771030,-0.117929230,1.353746685,0.065971422,-0.022425471,-0.041237712,-0.500412673,1.000000000,
1763636824.062387466,0.584146111,0.879594454,0.018734402,-0.027639064,-0.117974108,1.353664242,0.065994330,-0.022452741,-0.041205151,-0.488236111,1.000000000,
1763636824.064749002,0.596312968,0.879735806,0.018727187,-0.027507053,-0.118019041,1.353581865,0.066017217,-0.022480026,-0.041172577,-0.475644739,1.000000000,
1763636824.066676140,0.608189382,0.879875636,0.018719974,-0.027374996,-0.118064028,1.353499552,0.066040083,-0.022507323,-0.041139991,-0.463377234,1.000000000,
1763636824.068739176,0.620128488,0.880022165,0.018712764,-0.027242893,-0.118109070,1.353417305,0.066062927,-0.022534635,-0.041107392,-0.451068271,1.000000000,
1763636824.070760489,0.630175260,0.880175260,0.018705557,-0.027110744,-0.118154166,1.353335122,0.066085751,-0.022561959,-0.041074780,-0.438723559,1.000000000,
1763636824.072805882,0.630342808,0.880342808,0.018698353,-0.026978550,-0.118199318,1.353253005,0.066108553,-0.022589298,-0.041042156,-0.428703150,1.000000000,
1763636824.074976683,0.630508935,0.880508935,0.018691152,-0.026846310,-0.118244524,1.353170954,0.066131334,-0.022616650,-0.041009519,-0.419896372,1.000000000,
1763636824.076760292,0.630681906,0.880681906,0.018683953,-0.026714024,-0.118289784,1.353088967,0.066154094,-0.022644015,-0.040976869,-0.411039139,1.000000000,
1763636824.078971148,0.630860673,0.880860673,0.018676757,-0.026581693,-0.118335100,1.353007046,0.066176833,-0.022671394,-0.040944206,-0.402160480,1.000000000,
1763636824.081607342,0.631057876,0.881057876,0.018669565,-0.026449317,-0.118380470,1.352925191,0.066199551,-0.022698786,-0.040911531,-0.392917528,1.000000000,
1763636824.083183527,0.631250503,0.881250503,0.018662374,-0.026316895,-0.118425895,1.352843400,0.066222248,-0.022726192,-0.040878843,-0.383937467,1.000000000,
1763636824.084881783,0.631448744,0.881448744,0.018655187,-0.026184428,-0.118471375,1.352761675,0.066244924,-0.022753612,-0.040846143,-0.374939482,1.000000000,
1763636824.086894274,0.631653606,0.881653606,0.018648003,-0.026051916,-0.118516909,1.352680016,0.066267578,-0.022781045,-0.040813430,-0.365896320,1.000000000,
1763636824.089054823,0.631865967,0.881865967,0.018640821,-0.025919358,-0.118562499,1.352598421,0.066290211,-0.022808491,-0.040780704,-0.356785549,1.000000000,
1763636824.091049671,0.632086451,0.882086451,0.018633642,-0.025786755,-0.118608143,1.352516893,0.066312823,-0.022835951,-0.040747966,-0.347686414,1.000000000,
1763636824.093037605,0.632352699,0.882352699,0.018626466,-0.025654106,-0.118653843,1.352435430,0.066335414,-0.022863424,-0.040715215,-0.339520764,1.000000000,
1763636824.095064402,0.632624825,0.882624825,0.018619293,-0.025521413,-0.118699597,1.352354032,0.066357984,-0.022890910,-0.040682451,-0.331352266,1.000000000,
1763636824.097170591,0.632903782,0.882903782,0.018612123,-0.025388675,-0.118745406,1.352272700,0.066380532,-0.022918410,-0.040649675,-0.323161811,1.000000000,
1763636824.099534035,0.633189832,0.883189832,0.018604956,-0.025255891,-0.118791271,1.352191433,0.066403059,-0.022945924,-0.040616886,-0.314944569,1.000000000,
1763636824.101593971,0.633485638,0.883485638,0.018597791,-0.025123062,-0.118837190,1.352110232,0.066425565,-0.022973451,-0.040584085,-0.306650461,1.000000000,
1763636824.103754997,0.633784025,0.883784025,0.018590629,-0.024990189,-0.118883164,1.352029097,0.066448050,-0.023000991,-0.040551271,-0.298416037,1.000000000,
1763636824.105755806,0.634081531,0.884081531,0.018583470,-0.024857270,-0.118929194,1.351948027,0.066470513,-0.023028544,-0.040518444,-0.290302488,1.000000000,
1763636824.108142853,0.634412195,0.884412195,0.018576314,-0.024724307,-0.118975279,1.351867023,0.066492955,-0.023056111,-0.040485605,-0.281682984,1.000000000,
1763636824.109972954,0.634729795,0.884729795,0.018569160,-0.024591298,-0.119021418,1.351786085,0.066515376,-0.023083691,-0.040452753,-0.273409314,1.000000000,
1763636824.112083912,0.635053416,0.885053416,0.018562010,-0.024458245,-0.119067613,1.351705212,0.066537776,-0.023111285,-0.040419889,-0.265128219,1.000000000,
1763636824.113924265,0.635383424,0.885383424,0.018554862,-0.024325147,-0.119113864,1.351624405,0.066560154,-0.023138892,-0.040387012,-0.256832943,1.000000000,
1763636824.116528749,0.635720425,0.885720425,0.018547717,-0.024192005,-0.119160169,1.351543664,0.066582511,-0.023166512,-0.040354123,-0.248512795,1.000000000,
1763636824.118218184,0.636063135,0.886063135,0.018540575,-0.024058817,-0.119206530,1.351462989,0.066604847,-0.023194145,-0.040321221,-0.240190154,1.000000000,
1763636824.120716333,0.636412783,0.886412783,0.018533435,-0.023925585,-0.119252946,1.351382379,0.066627161,-0.023221792,-0.040288306,-0.231843612,1.000000000,
1763636824.122123003,0.636767874,0.886767874,0.018526299,-0.023792309,-0.119299417,1.351301836,0.066649454,-0.023249452,-0.040255379,-0.223498560,1.000000000,
1763636824.124097347,0.637129366,0.887129366,0.018519165,-0.023658987,-0.119345943,1.351221358,0.066671726,-0.023277125,-0.040222439,-0.215138435,1.000000000,
1763636824.126356840,0.637681374,0.887681374,0.018512034,-0.023525622,-0.119392525,1.351140946,0.066693976,-0.023304812,-0.040189487,-0.212712591,1.000000000,
1763636824.128307343,0.638255378,0.888255378,0.018504906,-0.023392211,-0.119439163,1.351060600,0.066716205,-0.023332511,-0.040156522,-0.210837587,1.000000000,
1763636824.130321980,0.638836854,0.888836854,0.018497780,-0.023258757,-0.119485855,1.350980320,0.066738412,-0.023360224,-0.040123545,-0.208958046,1.000000000,
1763636824.132334948,0.639426143,0.889426143,0.018490658,-0.023125258,-0.119532604,1.350900106,0.066760598,-0.023387950,-0.040090555,-0.207073051,1.000000000,
1763636824.134297609,0.640020948,0.890020948,0.018483538,-0.022991714,-0.119579407,1.350819958,0.066782763,-0.023415690,-0.040057553,-0.205188784,1.000000000,
1763636824.136559725,0.640616728,0.890616728,0.018476421,-0.022858127,-0.119626266,1.350739875,0.066804906,-0.023443442,-0.040024538,-0.203317202,1.000000000,
1763636824.138748884,0.641226381,0.891226381,0.018469307,-0.022724495,-0.119673181,1.350659859,0.066827028,-0.023471208,-0.039991511,-0.201423898,1.000000000,
1763636824.140609503,0.641859046,0.891859046,0.018462195,-0.022590819,-0.119720151,1.350579909,0.066849129,-0.023498987,-0.039958471,-0.199485307,1.000000000,
1763636824.142967701,0.642498734,0.892498734,0.018455087,-0.022457098,-0.119767177,1.350500026,0.066871208,-0.023526779,-0.039925418,-0.197543899,1.000000000,
1763636824.144896984,0.643128077,0.893128077,0.018447981,-0.022323334,-0.119814258,1.350420208,0.066893265,-0.023554584,-0.039892354,-0.195644485,1.000000000,
1763636824.147103786,0.643764381,0.893764381,0.018440878,-0.022189525,-0.119861395,1.350340456,0.066915302,-0.023582402,-0.039859276,-0.193741709,1.000000000,
1763636824.149377584,0.644409639,0.894409639,0.018433778,-0.022055673,-0.119908588,1.350260771,0.066937316,-0.023610234,-0.039826187,-0.191830477,1.000000000,
1763636824.151375294,0.645059763,0.895059763,0.018426680,-0.021921776,-0.119955836,1.350181151,0.066959310,-0.023638078,-0.039793084,-0.189921209,1.000000000,
1763636824.153606176,0.645735868,0.895735868,0.018419586,-0.021787835,-0.120003140,1.350101598,0.066981281,-0.023665936,-0.039759970,-0.187960731,1.000000000,
1763636824.155503035,0.646401399,0.896401399,0.018412494,-0.021653851,-0.120050500,1.350022111,0.067003232,-0.023693806,-0.039726843,-0.186041200,1.000000000,
1763636824.157721043,0.647075180,0.897075180,0.018405405,-0.021519823,-0.120097915,1.349942691,0.067025160,-0.023721690,-0.039693703,-0.184115051,1.000000000,
1763636824.159194469,0.647171892,0.897171892,0.018398318,-0.021385750,-0.120145387,1.349863337,0.067047067,-0.023749587,-0.039660551,-0.182700392,1.000000000,
1763636824.161201000,0.647126895,0.897126895,0.018391235,-0.021251634,-0.120192914,1.349784049,0.067068953,-0.023777497,-0.039627386,-0.181410842,1.000000000,
1763636824.163433552,0.647087926,0.897087926,0.018384154,-0.021117475,-0.120240497,1.349704827,0.067090817,-0.023805420,-0.039594209,-0.180117375,1.000000000,
1763636824.165547609,0.647054060,0.897054060,0.018377076,-0.020983271,-0.120288135,1.349625672,0.067112660,-0.023833355,-0.039561020,-0.178831948,1.000000000,
1763636824.167548895,0.647027311,0.897027311,0.018370001,-0.020849024,-0.120335830,1.349546583,0.067134481,-0.023861304,-0.039527818,-0.177528100,1.000000000,
1763636824.169496059,0.647006601,0.897006601,0.018362929,-0.020714733,-0.120383581,1.349467561,0.067156281,-0.023889266,-0.039494604,-0.176220494,1.000000000,
1763636824.171737432,0.646991884,0.896991884,0.018355859,-0.020580399,-0.120431387,1.349388605,0.067178058,-0.023917241,-0.039461377,-0.174909623,1.000000000,
1763636824.173751116,0.646983063,0.896983063,0.018348792,-0.020446021,-0.120479250,1.349309715,0.067199815,-0.023945229,-0.039428138,-0.173596475,1.000000000,
1763636824.176264286,0.646980277,0.896980277,0.018341728,-0.020311600,-0.120527168,1.349230892,0.067221550,-0.023973230,-0.039394887,-0.172279431,1.000000000,
1763636824.178275108,0.646983707,0.896983707,0.018334667,-0.020177135,-0.120575143,1.349152136,0.067243263,-0.024001243,-0.039361623,-0.170956685,1.000000000,
1763636824.180397511,0.646999308,0.896999308,0.018327608,-0.020042627,-0.120623173,1.349073446,0.067264954,-0.024029270,-0.039328347,-0.169571536,1.000000000,
1763636824.182640553,0.647018306,0.897018306,0.018320553,-0.019908075,-0.120671260,1.348994822,0.067286624,-0.024057310,-0.039295058,-0.168211078,1.000000000,
1763636824.184727907,0.647040656,0.897040656,0.018313500,-0.019773480,-0.120719402,1.348916265,0.067308273,-0.024085362,-0.039261757,-0.166872748,1.000000000,
1763636824.186358213,0.647069974,0.897069974,0.018306449,-0.019638842,-0.120767601,1.348837775,0.067329899,-0.024113428,-0.039228444,-0.165522861,1.000000000,
1763636824.188544750,0.647103815,0.897103815,0.018299402,-0.019504160,-0.120815856,1.348759352,0.067351504,-0.024141506,-0.039195118,-0.164182527,1.000000000,
1763636824.190334797,0.647143813,0.897143813,0.018292357,-0.019369436,-0.120864167,1.348680995,0.067373088,-0.024169597,-0.039161780,-0.162837319,1.000000000,
1763636824.192538023,0.647636129,0.897636129,0.018285316,-0.019234668,-0.120912534,1.348602705,0.067394649,-0.024197701,-0.039128429,-0.159273241,1.000000000,
1763636824.194647074,0.648247829,0.898247829,0.018278276,-0.019099857,-0.120960958,1.348524481,0.067416189,-0.024225818,-0.039095067,-0.155155037,1.000000000,
1763636824.197283983,0.648986369,0.898986369,0.018271240,-0.018965003,-0.121009438,1.348446324,0.067437708,-0.024253948,-0.039061691,-0.150370608,1.000000000,
1763636824.198982716,0.649620448,0.899620448,0.018264206,-0.018830106,-0.121057974,1.348368234,0.067459204,-0.024282090,-0.039028304,-0.146213405,1.000000000,
1763636824.201071501,0.650263228,0.900263228,0.018257176,-0.018695167,-0.121106566,1.348290211,0.067480679,-0.024310246,-0.038994904,-0.142047956,1.000000000,
1763636824.202968597,0.650912994,0.900912994,0.018250148,-0.018560184,-0.121155215,1.348212255,0.067502132,-0.024338414,-0.038961492,-0.137883619,1.000000000,
1763636824.205139399,0.651570442,0.901570442,0.018243122,-0.018425158,-0.121203920,1.348134365,0.067523564,-0.024366595,-0.038928067,-0.133716466,1.000000000,
1763636824.207069397,0.652234444,0.902234444,0.018236100,-0.018290090,-0.121252681,1.348056542,0.067544974,-0.024394789,-0.038894631,-0.129552425,1.000000000,
1763636824.209200621,0.652906450,0.902906450,0.018229080,-0.018154978,-0.121301499,1.347978787,0.067566362,-0.024422995,-0.038861181,-0.125383615,1.000000000,
1763636824.211122513,0.653585226,0.903585226,0.018222063,-0.018019824,-0.121350373,1.347901098,0.067587728,-0.024451214,-0.038827720,-0.121216462,1.000000000,
1763636824.213220119,0.654273400,0.904273400,0.018215049,-0.017884627,-0.121399304,1.347823476,0.067609072,-0.024479446,-0.038794246,-0.117037140,1.000000000,
1763636824.216338158,0.654970331,0.904970331,0.018208037,-0.017749388,-0.121448291,1.347745921,0.067630395,-0.024507691,-0.038760760,-0.112849103,1.000000000,
1763636824.217996597,0.655744999,0.905744999,0.018201028,-0.017614106,-0.121497335,1.347668433,0.067651696,-0.024535949,-0.038727262,-0.108300418,1.000000000,
1763636824.220210075,0.656460476,0.906460476,0.018194022,-0.017478781,-0.121546435,1.347591012,0.067672975,-0.024564219,-0.038693751,-0.104092734,1.000000000,
1763636824.222409010,0.657207957,0.907207957,0.018187019,-0.017343414,-0.121595591,1.347513658,0.067694232,-0.024592502,-0.038660228,-0.099759852,1.000000000,
1763636824.224281549,0.657934875,0.907934875,0.018180019,-0.017208004,-0.121644805,1.347436371,0.067715468,-0.024620797,-0.038626693,-0.095566373,1.000000000,
1763636824.226436853,0.659188490,0.909188490,0.018173021,-0.017072552,-0.121694075,1.347359151,0.067736682,-0.024649105,-0.038593146,-0.092462416,1.000000000,
1763636824.228452682,0.660563955,0.910563955,0.018166026,-0.016937057,-0.121743401,1.347281998,0.067757874,-0.024677426,-0.038559586,-0.089626526,1.000000000,
1763636824.230480671,0.661929113,0.911929113,0.018159034,-0.016801520,-0.121792784,1.347204913,0.067779044,-0.024705760,-0.038526014,-0.086834950,1.000000000,
1763636824.232804537,0.663307392,0.913307392,0.018152044,-0.016665941,-0.121842224,1.347127894,0.067800192,-0.024734106,-0.038492430,-0.084041918,1.000000000,
1763636824.234670162,0.664731138,0.914731138,0.018145057,-0.016530320,-0.121891721,1.347050943,0.067821318,-0.024762465,-0.038458833,-0.081186268,1.000000000,
1763636824.236763477,0.666128272,0.916128272,0.018138073,-0.016394656,-0.121941274,1.346974059,0.067842423,-0.024790836,-0.038425224,-0.078404744,1.000000000,
1763636824.239370584,0.667543240,0.917543240,0.018131092,-0.016258950,-0.121990884,1.346897242,0.067863505,-0.024819220,-0.038391603,-0.076611541,1.000000000,
1763636824.240731955,0.668959281,0.918959281,0.018124114,-0.016123202,-0.122040551,1.346820492,0.067884566,-0.024847617,-0.038357970,-0.074967724,1.000000000,
1763636824.242813587,0.670222928,0.920222928,0.018117138,-0.015987412,-0.122090275,1.346743810,0.067905605,-0.024876026,-0.038324325,-0.080062872,1.000000000,
1763636824.244804382,0.671105490,0.921105490,0.018110165,-0.015851580,-0.122140055,1.346667195,0.067926622,-0.024904448,-0.038290667,-0.093281560,1.000000000,
1763636824.247170210,0.671997137,0.921997137,0.018103194,-0.015715705,-0.122189892,1.346590647,0.067947617,-0.024932882,-0.038256997,-0.106532388,1.000000000,
1763636824.249035358,0.672892163,0.922892163,0.018096227,-0.015579789,-0.122239787,1.346514167,0.067968590,-0.024961329,-0.038223315,-0.119740214,1.000000000,
1763636824.250963926,0.673790627,0.923790627,0.018089262,-0.015443831,-0.122289738,1.346437754,0.067989541,-0.024989788,-0.038189621,-0.132906304,1.000000000,
1763636824.253267288,0.674696149,0.924696149,0.018082300,-0.015307831,-0.122339746,1.346361409,0.068010470,-0.025018260,-0.038155914,-0.146077573,1.000000000,
1763636824.255271673,0.675609570,0.925609570,0.018075341,-0.015171789,-0.122389811,1.346285131,0.068031377,-0.025046745,-0.038122196,-0.159264280,1.000000000,
1763636824.257739067,0.676525994,0.926525994,0.018068384,-0.015035705,-0.122439933,1.346208920,0.068052263,-0.025075242,-0.038088465,-0.172403744,1.000000000,
1763636824.259717464,0.677643439,0.927643439,0.018061430,-0.014899580,-0.122490112,1.346132777,0.068073126,-0.025103751,-0.038054722,-0.182408980,1.000000000,
1763636824.261720657,0.678773312,0.928773312,0.018054479,-0.014763413,-0.122540348,1.346056701,0.068093967,-0.025132273,-0.038020967,-0.190508081,1.000000000,
1763636824.263838768,0.679940779,0.929940779,0.018047531,-0.014627204,-0.122590641,1.345980693,0.068114787,-0.025160807,-0.037987199,-0.198734794,1.000000000,
1763636824.266115189,0.681085025,0.931085025,0.018040585,-0.014490954,-0.122640991,1.345904752,0.068135584,-0.025189354,-0.037953420,-0.206699364,1.000000000,
1763636824.268356085,0.682280794,0.932280794,0.018033642,-0.014354662,-0.122691398,1.345828879,0.068156360,-0.025217913,-0.037919628,-0.214872381,1.000000000,
1763636824.270225763,0.683441743,0.933441743,0.018026702,-0.014218328,-0.122741863,1.345753074,0.068177113,-0.025246485,-0.037885824,-0.222715411,1.000000000,
1763636824.272444248,0.684607060,0.934607060,0.018019764,-0.014081953,-0.122792384,1.345677336,0.068197844,-0.025275069,-0.037852008,-0.230475078,1.000000000,
1763636824.274849892,0.685784132,0.935784132,0.018012829,-0.013945537,-0.122842963,1.345601666,0.068218553,-0.025303665,-0.037818180,-0.238195888,1.000000000,
1763636824.276775122,0.687104010,0.937104010,0.018005897,-0.013809079,-0.122893599,1.345526063,0.068239241,-0.025332274,-0.037784340,-0.246643124,1.000000000,
1763636824.278689384,0.688293662,0.938293662,0.017998968,-0.013672580,-0.122944292,1.345450528,0.068259906,-0.025360895,-0.037750488,-0.254208951,1.000000000,
1763636824.281163216,0.689515693,0.939515693,0.017992041,-0.013536040,-0.122995043,1.345375061,0.068280549,-0.025389528,-0.037716623,-0.261851477,1.000000000,
1763636824.283421755,0.690716417,0.940716417,0.017985117,-0.013399458,-0.123045850,1.345299662,0.068301170,-0.025418174,-0.037682746,-0.269263906,1.000000000,
1763636824.285341501,0.692134143,0.942134143,0.017978196,-0.013262835,-0.123096715,1.345224330,0.068321769,-0.025446832,-0.037648858,-0.277767722,1.000000000,
1763636824.286659479,0.693346196,0.943346196,0.017971278,-0.013126171,-0.123147638,1.345149066,0.068342346,-0.025475503,-0.037614957,-0.285015255,1.000000000,
1763636824.288724899,0.694567484,0.944567484,0.017964362,-0.012989466,-0.123198617,1.345073870,0.068362901,-0.025504186,-0.037581044,-0.292208318,1.000000000,
1763636824.290838957,0.695803132,0.945803132,0.017957449,-0.012852719,-0.123249654,1.344998742,0.068383433,-0.025532881,-0.037547119,-0.299127325,1.000000000,
